# File: A_InputTaxesSubsidies.csv,,,,,,,,,,,,,
# Title: Taxes/Subsidies for Specific Technologies,,,,,,,,,,,,,
# Units: 1975$/GJ or 1975$/kg,,,,,,,,,,,,,
# Comments: Positive for tax, negative for subsidy,,,,,,,,,,,,
# Column types: ccccccnnnnnnnn,,,,,,,,,,,,,
# ----------,,,,,,,,,,,,,
xml,region,supplysector,subsector,stub.technology,minicam.non.energy.input,2020,2025,2030,2035,2040,2045,2050,2100
CBAM_rebates_noallow_OECD,Indonesia,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_OECD,CBAM_rebate,,-0.014951354,-0.021085931,-0.014479446,-0.0118151,-0.012899157,-0.002596987,
CBAM_rebates_noallow_OECD,Africa_Eastern,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_OECD,CBAM_rebate,,-0.014951354,-0.021085931,-0.014479446,-0.0118151,-0.012899157,-0.002596987,
CBAM_rebates_noallow_OECD,Africa_Northern,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_OECD,CBAM_rebate,,-0.014951354,-0.021085931,-0.014479446,-0.0118151,-0.012899157,-0.002596987,
CBAM_rebates_noallow_OECD,Africa_Southern,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_OECD,CBAM_rebate,,-0.014951354,-0.021085931,-0.014479446,-0.0118151,-0.012899157,-0.002596987,
CBAM_rebates_noallow_OECD,Africa_Western,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_OECD,CBAM_rebate,,-0.014951354,-0.021085931,-0.014479446,-0.0118151,-0.012899157,-0.002596987,
CBAM_rebates_noallow_OECD,Central America and Caribbean,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_OECD,CBAM_rebate,,-0.014951354,-0.021085931,-0.014479446,-0.0118151,-0.012899157,-0.002596987,
CBAM_rebates_noallow_OECD,Central Asia,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_OECD,CBAM_rebate,,-0.014951354,-0.021085931,-0.014479446,-0.0118151,-0.012899157,-0.002596987,
CBAM_rebates_noallow_OECD,Europe_Eastern,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_OECD,CBAM_rebate,,-0.014951354,-0.021085931,-0.014479446,-0.0118151,-0.012899157,-0.002596987,
CBAM_rebates_noallow_OECD,Middle East,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_OECD,CBAM_rebate,,-0.014951354,-0.021085931,-0.014479446,-0.0118151,-0.012899157,-0.002596987,
CBAM_rebates_noallow_OECD,Pakistan,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_OECD,CBAM_rebate,,-0.014951354,-0.021085931,-0.014479446,-0.0118151,-0.012899157,-0.002596987,
CBAM_rebates_noallow_OECD,South America_Northern,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_OECD,CBAM_rebate,,-0.014951354,-0.021085931,-0.014479446,-0.0118151,-0.012899157,-0.002596987,
CBAM_rebates_noallow_OECD,South America_Southern,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_OECD,CBAM_rebate,,-0.014951354,-0.021085931,-0.014479446,-0.0118151,-0.012899157,-0.002596987,
CBAM_rebates_noallow_OECD,South Asia,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_OECD,CBAM_rebate,,-0.014951354,-0.021085931,-0.014479446,-0.0118151,-0.012899157,-0.002596987,
CBAM_rebates_noallow_OECD,Southeast Asia,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_OECD,CBAM_rebate,,-0.014951354,-0.021085931,-0.014479446,-0.0118151,-0.012899157,-0.002596987,
CBAM_rebates_allowances_OECD,Brazil,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_OECD,CBAM_rebate,,-0.06509773,-0.081901201,-0.085964483,-0.095892886,-0.111087549,-0.10809916,
CBAM_rebates_allowances_OECD,China,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_OECD,CBAM_rebate,,-0.06509773,-0.081901201,-0.085964483,-0.095892886,-0.111087549,-0.10809916,
CBAM_rebates_allowances_OECD,India,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_OECD,CBAM_rebate,,-0.06509773,-0.081901201,-0.085964483,-0.095892886,-0.111087549,-0.10809916,
CBAM_rebates_allowances_OECD,Russia,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_OECD,CBAM_rebate,,-0.06509773,-0.081901201,-0.085964483,-0.095892886,-0.111087549,-0.10809916,
CBAM_rebates_allowances_OECD,South Africa,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_OECD,CBAM_rebate,,-0.06509773,-0.081901201,-0.085964483,-0.095892886,-0.111087549,-0.10809916,
CBAM_rebates_allowances_OECD,Taiwan,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_OECD,CBAM_rebate,,-0.06509773,-0.081901201,-0.085964483,-0.095892886,-0.111087549,-0.10809916,
CBAM_rebates_allowances_OECD,Indonesia,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_OECD,CBAM_rebate,,-0.06509773,-0.081901201,-0.085964483,-0.095892886,-0.111087549,-0.10809916,
CBAM_rebates_allowances_OECD,Africa_Eastern,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_OECD,CBAM_rebate,,-0.06509773,-0.081901201,-0.085964483,-0.095892886,-0.111087549,-0.10809916,
CBAM_rebates_allowances_OECD,Africa_Northern,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_OECD,CBAM_rebate,,-0.06509773,-0.081901201,-0.085964483,-0.095892886,-0.111087549,-0.10809916,
CBAM_rebates_allowances_OECD,Africa_Southern,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_OECD,CBAM_rebate,,-0.06509773,-0.081901201,-0.085964483,-0.095892886,-0.111087549,-0.10809916,
CBAM_rebates_allowances_OECD,Africa_Western,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_OECD,CBAM_rebate,,-0.06509773,-0.081901201,-0.085964483,-0.095892886,-0.111087549,-0.10809916,
CBAM_rebates_allowances_OECD,Central America and Caribbean,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_OECD,CBAM_rebate,,-0.06509773,-0.081901201,-0.085964483,-0.095892886,-0.111087549,-0.10809916,
CBAM_rebates_allowances_OECD,Central Asia,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_OECD,CBAM_rebate,,-0.06509773,-0.081901201,-0.085964483,-0.095892886,-0.111087549,-0.10809916,
CBAM_rebates_allowances_OECD,Europe_Eastern,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_OECD,CBAM_rebate,,-0.06509773,-0.081901201,-0.085964483,-0.095892886,-0.111087549,-0.10809916,
CBAM_rebates_allowances_OECD,Middle East,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_OECD,CBAM_rebate,,-0.06509773,-0.081901201,-0.085964483,-0.095892886,-0.111087549,-0.10809916,
CBAM_rebates_allowances_OECD,Pakistan,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_OECD,CBAM_rebate,,-0.06509773,-0.081901201,-0.085964483,-0.095892886,-0.111087549,-0.10809916,
CBAM_rebates_allowances_OECD,South America_Northern,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_OECD,CBAM_rebate,,-0.06509773,-0.081901201,-0.085964483,-0.095892886,-0.111087549,-0.10809916,
CBAM_rebates_allowances_OECD,South America_Southern,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_OECD,CBAM_rebate,,-0.06509773,-0.081901201,-0.085964483,-0.095892886,-0.111087549,-0.10809916,
CBAM_rebates_allowances_OECD,South Asia,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_OECD,CBAM_rebate,,-0.06509773,-0.081901201,-0.085964483,-0.095892886,-0.111087549,-0.10809916,
CBAM_rebates_allowances_OECD,Southeast Asia,regional iron and steel,imported iron and steel,imported high-carbon iron and steel_OECD,CBAM_rebate,,-0.06509773,-0.081901201,-0.085964483,-0.095892886,-0.111087549,-0.10809916,
CBAM_rebates_allowances_OECD,Brazil,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_OECD,CBAM_rebate,,-0.00634716,-0.008032848,-0.00838339,-0.008255523,-0.009658349,-0.009458326,
CBAM_rebates_allowances_OECD,China,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_OECD,CBAM_rebate,,-0.00634716,-0.008032848,-0.00838339,-0.008255523,-0.009658349,-0.009458326,
CBAM_rebates_allowances_OECD,India,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_OECD,CBAM_rebate,,-0.00634716,-0.008032848,-0.00838339,-0.008255523,-0.009658349,-0.009458326,
CBAM_rebates_allowances_OECD,Russia,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_OECD,CBAM_rebate,,-0.00634716,-0.008032848,-0.00838339,-0.008255523,-0.009658349,-0.009458326,
CBAM_rebates_allowances_OECD,South Africa,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_OECD,CBAM_rebate,,-0.00634716,-0.008032848,-0.00838339,-0.008255523,-0.009658349,-0.009458326,
CBAM_rebates_allowances_OECD,Taiwan,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_OECD,CBAM_rebate,,-0.00634716,-0.008032848,-0.00838339,-0.008255523,-0.009658349,-0.009458326,
CBAM_rebates_allowances_OECD,Indonesia,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_OECD,CBAM_rebate,,-0.00634716,-0.008032848,-0.00838339,-0.008255523,-0.009658349,-0.009458326,
CBAM_rebates_allowances_OECD,Africa_Eastern,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_OECD,CBAM_rebate,,-0.00634716,-0.008032848,-0.00838339,-0.008255523,-0.009658349,-0.009458326,
CBAM_rebates_allowances_OECD,Africa_Northern,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_OECD,CBAM_rebate,,-0.00634716,-0.008032848,-0.00838339,-0.008255523,-0.009658349,-0.009458326,
CBAM_rebates_allowances_OECD,Africa_Southern,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_OECD,CBAM_rebate,,-0.00634716,-0.008032848,-0.00838339,-0.008255523,-0.009658349,-0.009458326,
CBAM_rebates_allowances_OECD,Africa_Western,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_OECD,CBAM_rebate,,-0.00634716,-0.008032848,-0.00838339,-0.008255523,-0.009658349,-0.009458326,
CBAM_rebates_allowances_OECD,Central America and Caribbean,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_OECD,CBAM_rebate,,-0.00634716,-0.008032848,-0.00838339,-0.008255523,-0.009658349,-0.009458326,
CBAM_rebates_allowances_OECD,Central Asia,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_OECD,CBAM_rebate,,-0.00634716,-0.008032848,-0.00838339,-0.008255523,-0.009658349,-0.009458326,
CBAM_rebates_allowances_OECD,Europe_Eastern,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_OECD,CBAM_rebate,,-0.00634716,-0.008032848,-0.00838339,-0.008255523,-0.009658349,-0.009458326,
CBAM_rebates_allowances_OECD,Middle East,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_OECD,CBAM_rebate,,-0.00634716,-0.008032848,-0.00838339,-0.008255523,-0.009658349,-0.009458326,
CBAM_rebates_allowances_OECD,Pakistan,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_OECD,CBAM_rebate,,-0.00634716,-0.008032848,-0.00838339,-0.008255523,-0.009658349,-0.009458326,
CBAM_rebates_allowances_OECD,South America_Northern,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_OECD,CBAM_rebate,,-0.00634716,-0.008032848,-0.00838339,-0.008255523,-0.009658349,-0.009458326,
CBAM_rebates_allowances_OECD,South America_Southern,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_OECD,CBAM_rebate,,-0.00634716,-0.008032848,-0.00838339,-0.008255523,-0.009658349,-0.009458326,
CBAM_rebates_allowances_OECD,South Asia,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_OECD,CBAM_rebate,,-0.00634716,-0.008032848,-0.00838339,-0.008255523,-0.009658349,-0.009458326,
CBAM_rebates_allowances_OECD,Southeast Asia,regional iron and steel,imported iron and steel,imported low-carbon iron and steel_OECD,CBAM_rebate,,-0.00634716,-0.008032848,-0.00838339,-0.008255523,-0.009658349,-0.009458326,
CBAM_rebates_allowances_OECD,Brazil,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_OECD,CBAM_rebate,,-0.024325521,-0.030435992,-0.031552383,-0.032652718,-0.039104615,-0.03897102,
CBAM_rebates_allowances_OECD,China,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_OECD,CBAM_rebate,,-0.024325521,-0.030435992,-0.031552383,-0.032652718,-0.039104615,-0.03897102,
CBAM_rebates_allowances_OECD,India,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_OECD,CBAM_rebate,,-0.024325521,-0.030435992,-0.031552383,-0.032652718,-0.039104615,-0.03897102,
CBAM_rebates_allowances_OECD,Russia,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_OECD,CBAM_rebate,,-0.024325521,-0.030435992,-0.031552383,-0.032652718,-0.039104615,-0.03897102,
CBAM_rebates_allowances_OECD,South Africa,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_OECD,CBAM_rebate,,-0.024325521,-0.030435992,-0.031552383,-0.032652718,-0.039104615,-0.03897102,
CBAM_rebates_allowances_OECD,Taiwan,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_OECD,CBAM_rebate,,-0.024325521,-0.030435992,-0.031552383,-0.032652718,-0.039104615,-0.03897102,
CBAM_rebates_allowances_OECD,Indonesia,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_OECD,CBAM_rebate,,-0.024325521,-0.030435992,-0.031552383,-0.032652718,-0.039104615,-0.03897102,
CBAM_rebates_allowances_OECD,Africa_Eastern,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_OECD,CBAM_rebate,,-0.024325521,-0.030435992,-0.031552383,-0.032652718,-0.039104615,-0.03897102,
CBAM_rebates_allowances_OECD,Africa_Northern,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_OECD,CBAM_rebate,,-0.024325521,-0.030435992,-0.031552383,-0.032652718,-0.039104615,-0.03897102,
CBAM_rebates_allowances_OECD,Africa_Southern,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_OECD,CBAM_rebate,,-0.024325521,-0.030435992,-0.031552383,-0.032652718,-0.039104615,-0.03897102,
CBAM_rebates_allowances_OECD,Africa_Western,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_OECD,CBAM_rebate,,-0.024325521,-0.030435992,-0.031552383,-0.032652718,-0.039104615,-0.03897102,
CBAM_rebates_allowances_OECD,Central America and Caribbean,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_OECD,CBAM_rebate,,-0.024325521,-0.030435992,-0.031552383,-0.032652718,-0.039104615,-0.03897102,
CBAM_rebates_allowances_OECD,Central Asia,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_OECD,CBAM_rebate,,-0.024325521,-0.030435992,-0.031552383,-0.032652718,-0.039104615,-0.03897102,
CBAM_rebates_allowances_OECD,Europe_Eastern,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_OECD,CBAM_rebate,,-0.024325521,-0.030435992,-0.031552383,-0.032652718,-0.039104615,-0.03897102,
CBAM_rebates_allowances_OECD,Middle East,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_OECD,CBAM_rebate,,-0.024325521,-0.030435992,-0.031552383,-0.032652718,-0.039104615,-0.03897102,
CBAM_rebates_allowances_OECD,Pakistan,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_OECD,CBAM_rebate,,-0.024325521,-0.030435992,-0.031552383,-0.032652718,-0.039104615,-0.03897102,
CBAM_rebates_allowances_OECD,South America_Northern,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_OECD,CBAM_rebate,,-0.024325521,-0.030435992,-0.031552383,-0.032652718,-0.039104615,-0.03897102,
CBAM_rebates_allowances_OECD,South America_Southern,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_OECD,CBAM_rebate,,-0.024325521,-0.030435992,-0.031552383,-0.032652718,-0.039104615,-0.03897102,
CBAM_rebates_allowances_OECD,South Asia,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_OECD,CBAM_rebate,,-0.024325521,-0.030435992,-0.031552383,-0.032652718,-0.039104615,-0.03897102,
CBAM_rebates_allowances_OECD,Southeast Asia,regional iron and steel,imported iron and steel,imported med-carbon iron and steel_OECD,CBAM_rebate,,-0.024325521,-0.030435992,-0.031552383,-0.032652718,-0.039104615,-0.03897102,
CBAM_rebates_allowances_EU,USA,traded high-carbon iron and steel_OECD,EU-12 traded high-carbon iron and steel_OECD,EU-12 traded high-carbon iron and steel_OECD,CBAM_rebate_EU,,-0.040011443,-0.056740819,-0.039449258,-0.034698,-0.036643649,-0.007203612,
CBAM_rebates_allowances_EU,USA,traded high-carbon iron and steel_OECD,EU-15 traded high-carbon iron and steel_OECD,EU-15 traded high-carbon iron and steel_OECD,CBAM_rebate_EU,,-0.040011443,-0.056740819,-0.039449258,-0.034698,-0.036643649,-0.007203612,
CBAM_rebates_allowances_EU,USA,traded low-carbon iron and steel_OECD,EU-12 traded low-carbon iron and steel_OECD,EU-12 traded low-carbon iron and steel_OECD,CBAM_rebate_EU,,-0.003901196,-0.005565124,-0.003847153,-0.002987189,-0.00318593,-6.30E-04,
CBAM_rebates_allowances_EU,USA,traded low-carbon iron and steel_OECD,EU-15 traded low-carbon iron and steel_OECD,EU-15 traded low-carbon iron and steel_OECD,CBAM_rebate_EU,,-0.003901196,-0.005565124,-0.003847153,-0.002987189,-0.00318593,-6.30E-04,
CBAM_rebates_allowances_EU,USA,traded med-carbon iron and steel_OECD,EU-12 traded med-carbon iron and steel_OECD,EU-12 traded med-carbon iron and steel_OECD,CBAM_rebate_EU,,-0.014951354,-0.021085931,-0.014479446,-0.0118151,-0.012899157,-0.002596987,
CBAM_rebates_allowances_EU,USA,traded med-carbon iron and steel_OECD,EU-15 traded med-carbon iron and steel_OECD,EU-15 traded med-carbon iron and steel_OECD,CBAM_rebate_EU,,-0.014951354,-0.021085931,-0.014479446,-0.0118151,-0.012899157,-0.002596987,
low_carbon_steel_subsidies_OECD,USA,BF_BOF_CCS_86%,BF_BOF_CCS_86%,BF_BOF_CCS_86%,green_steel_subsidy,,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,
low_carbon_steel_subsidies_OECD,USA,BF_BOF_BECCSmin,BF_BOF_BECCSmin,BF_BOF_BECCSmin,green_steel_subsidy,,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,
low_carbon_steel_subsidies_OECD,USA,BF_BOF_BECCSmax,BF_BOF_BECCSmax,BF_BOF_BECCSmax,green_steel_subsidy,,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,
low_carbon_steel_subsidies_OECD,USA,SR_BOF_CCS,SR_BOF_CCS,SR_BOF_CCS,green_steel_subsidy,,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,
low_carbon_steel_subsidies_OECD,USA,DRI_EAF_NG_CCS,DRI_EAF_NG_CCS,DRI_EAF_NG_CCS,green_steel_subsidy,,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,
low_carbon_steel_subsidies_OECD,USA,DRI_EAF_coal_CCS,DRI_EAF_coal_CCS,DRI_EAF_coal_CCS,green_steel_subsidy,,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,
low_carbon_steel_subsidies_OECD,USA,DRI_EAF_BECCS,DRI_EAF_BECCS,DRI_EAF_BECCS,green_steel_subsidy,,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,
low_carbon_steel_subsidies_OECD,USA,DRI_EAF_H2,DRI_EAF_H2,DRI_EAF_H2,green_steel_subsidy,,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,
low_carbon_steel_subsidies_OECD,USA,DRI_SAF_BOF_H2,DRI_SAF_BOF_H2,DRI_SAF_BOF_H2,green_steel_subsidy,,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,
low_carbon_steel_subsidies_OECD,USA,DRI_SAF_BOF_BECCS,DRI_SAF_BOF_BECCS,DRI_SAF_BOF_BECCS,green_steel_subsidy,,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,
low_carbon_steel_subsidies_OECD,USA,AEL_EAF,AEL_EAF,AEL_EAF,green_steel_subsidy,,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,
low_carbon_steel_subsidies_OECD,USA,MOE,MOE,MOE,green_steel_subsidy,,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,
low_carbon_steel_subsidies_OECD,USA,EAF_scrap_fossil_NG_finish,EAF_scrap_fossil_NG_finish,EAF_scrap_fossil_NG_finish,green_steel_subsidy,,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,
low_carbon_steel_subsidies_OECD,USA,EAF_scrap_bio_NG_finish,EAF_scrap_bio_NG_finish,EAF_scrap_bio_NG_finish,green_steel_subsidy,,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,
low_carbon_steel_subsidies_OECD,USA,EAF_scrap_fossil_elec_finish,EAF_scrap_fossil_elec_finish,EAF_scrap_fossil_elec_finish,green_steel_subsidy,,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,
low_carbon_steel_subsidies_OECD,USA,EAF_scrap_bio_elec_finish,EAF_scrap_bio_elec_finish,EAF_scrap_bio_elec_finish,green_steel_subsidy,,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,
low_carbon_steel_subsidies_OECD,Australia_NZ,BF_BOF_CCS_86%,BF_BOF_CCS_86%,BF_BOF_CCS_86%,green_steel_subsidy,,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,
low_carbon_steel_subsidies_OECD,Australia_NZ,BF_BOF_BECCSmin,BF_BOF_BECCSmin,BF_BOF_BECCSmin,green_steel_subsidy,,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,
low_carbon_steel_subsidies_OECD,Australia_NZ,BF_BOF_BECCSmax,BF_BOF_BECCSmax,BF_BOF_BECCSmax,green_steel_subsidy,,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,
low_carbon_steel_subsidies_OECD,Australia_NZ,SR_BOF_CCS,SR_BOF_CCS,SR_BOF_CCS,green_steel_subsidy,,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,
low_carbon_steel_subsidies_OECD,Australia_NZ,DRI_EAF_NG_CCS,DRI_EAF_NG_CCS,DRI_EAF_NG_CCS,green_steel_subsidy,,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,
low_carbon_steel_subsidies_OECD,Australia_NZ,DRI_EAF_coal_CCS,DRI_EAF_coal_CCS,DRI_EAF_coal_CCS,green_steel_subsidy,,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,
low_carbon_steel_subsidies_OECD,Australia_NZ,DRI_EAF_BECCS,DRI_EAF_BECCS,DRI_EAF_BECCS,green_steel_subsidy,,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,
low_carbon_steel_subsidies_OECD,Australia_NZ,DRI_EAF_H2,DRI_EAF_H2,DRI_EAF_H2,green_steel_subsidy,,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,
low_carbon_steel_subsidies_OECD,Australia_NZ,DRI_SAF_BOF_H2,DRI_SAF_BOF_H2,DRI_SAF_BOF_H2,green_steel_subsidy,,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,
low_carbon_steel_subsidies_OECD,Australia_NZ,DRI_SAF_BOF_BECCS,DRI_SAF_BOF_BECCS,DRI_SAF_BOF_BECCS,green_steel_subsidy,,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,
low_carbon_steel_subsidies_OECD,Australia_NZ,AEL_EAF,AEL_EAF,AEL_EAF,green_steel_subsidy,,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,
low_carbon_steel_subsidies_OECD,Australia_NZ,MOE,MOE,MOE,green_steel_subsidy,,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,
low_carbon_steel_subsidies_OECD,Australia_NZ,EAF_scrap_fossil_NG_finish,EAF_scrap_fossil_NG_finish,EAF_scrap_fossil_NG_finish,green_steel_subsidy,,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,
low_carbon_steel_subsidies_OECD,Australia_NZ,EAF_scrap_bio_NG_finish,EAF_scrap_bio_NG_finish,EAF_scrap_bio_NG_finish,green_steel_subsidy,,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,
low_carbon_steel_subsidies_OECD,Australia_NZ,EAF_scrap_fossil_elec_finish,EAF_scrap_fossil_elec_finish,EAF_scrap_fossil_elec_finish,green_steel_subsidy,,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,
low_carbon_steel_subsidies_OECD,Australia_NZ,EAF_scrap_bio_elec_finish,EAF_scrap_bio_elec_finish,EAF_scrap_bio_elec_finish,green_steel_subsidy,,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,
low_carbon_steel_subsidies_OECD,Canada,BF_BOF_CCS_86%,BF_BOF_CCS_86%,BF_BOF_CCS_86%,green_steel_subsidy,,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,
low_carbon_steel_subsidies_OECD,Canada,BF_BOF_BECCSmin,BF_BOF_BECCSmin,BF_BOF_BECCSmin,green_steel_subsidy,,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,
low_carbon_steel_subsidies_OECD,Canada,BF_BOF_BECCSmax,BF_BOF_BECCSmax,BF_BOF_BECCSmax,green_steel_subsidy,,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,
low_carbon_steel_subsidies_OECD,Canada,SR_BOF_CCS,SR_BOF_CCS,SR_BOF_CCS,green_steel_subsidy,,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,
low_carbon_steel_subsidies_OECD,Canada,DRI_EAF_NG_CCS,DRI_EAF_NG_CCS,DRI_EAF_NG_CCS,green_steel_subsidy,,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,
low_carbon_steel_subsidies_OECD,Canada,DRI_EAF_coal_CCS,DRI_EAF_coal_CCS,DRI_EAF_coal_CCS,green_steel_subsidy,,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,
low_carbon_steel_subsidies_OECD,Canada,DRI_EAF_BECCS,DRI_EAF_BECCS,DRI_EAF_BECCS,green_steel_subsidy,,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,
low_carbon_steel_subsidies_OECD,Canada,DRI_EAF_H2,DRI_EAF_H2,DRI_EAF_H2,green_steel_subsidy,,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,-0.02465538,
